,user_id,book_id,book_rating
588909,142121,102,5.0
619276,149908,102,4.0
645785,156150,102,5.0
673712,163851,102,4.5
676752,164675,102,4.0
697032,170154,102,4.5
711087,172512,102,4.5
711312,172539,102,4.5
712509,172742,102,4.0
780274,189279,102,5.0
788869,190831,102,5.0
795579,192479,102,3.5
814082,198011,102,4.0
825958,199515,102,4.5
845276,204790,102,4.0
857502,207339,102,4.0
865156,209229,102,2.5
900016,217740,102,4.0
915675,223156,102,5.0
942716,228579,102,3.5
959614,231857,102,4.5
1017883,243951,102,4.5
1030617,246507,102,5.0
1055134,251844,102,5.0
1107736,265751,102,5.0
62539,12619,7818,2.5
122280,28204,7818,4.5
348566,83287,7818,5.0
551584,132375,7818,5.0
594849,143294,7818,4.0
653344,158295,7818,3.5
668446,162639,7818,4.5
710657,172370,7818,4.5
716008,173481,7818,3.5
773774,187256,7818,4.0
850165,205538,7818,2.5
917237,223566,7818,4.0
1006381,241666,7818,4.0
263979,60707,27221,3.0
349655,83637,27221,3.5
358607,86243,27221,3.0
860080,208059,27221,3.5
957603,231237,27221,2.5
1144255,275111,27221,3.5
57330,11676,33827,0.5
403475,97486,33827,5.0
13630,1848,2238,4.5
38514,9226,2238,4.5
91040,20180,2238,4.5
107323,24697,2238,2.5
148795,33580,2238,4.0
333451,79182,2238,4.0
377669,91113,2238,4.5
486418,115572,2238,4.0
541479,130396,2238,4.0
574834,138307,2238,4.5
801187,194605,2238,4.5
852455,206074,2238,3.0
892547,215728,2238,4.5
964602,232964,2238,3.5
1045063,249989,2238,4.0
1118061,268282,2238,3.5
1148326,276231,2238,3.5
4260,278356,5506,5.0
14158,2033,5506,4.5
26046,6251,5506,4.5
27156,6431,5506,5.0
27925,6563,5506,5.0
40050,9908,5506,3.5
41566,10560,5506,5.0
60584,12272,5506,5.0
64224,13082,5506,5.0
96209,21576,5506,4.5
98563,22625,5506,5.0
105658,24186,5506,4.5
109836,25409,5506,5.0
111599,25919,5506,5.0
121959,28150,5506,4.5
131327,30445,5506,5.0
133465,30711,5506,4.0
134229,30735,5506,5.0
143248,32122,5506,5.0
148751,33576,5506,5.0
154091,35148,5506,5.0
163513,36003,5506,5.0
176909,38281,5506,3.5
184061,40415,5506,3.5
196582,43806,5506,5.0
224055,52350,5506,4.5
229668,52993,5506,5.0
230986,53254,5506,4.5
234523,54335,5506,5.0
234678,54429,5506,5.0
239312,55492,5506,4.5
281455,66942,5506,3.5
289460,69156,5506,4.0
291447,69389,5506,4.0
293266,69697,5506,5.0
300357,71521,5506,3.5
309470,74056,5506,5.0
309780,74185,5506,5.0
314289,75819,5506,5.0
322337,76626,5506,3.5
328438,78553,5506,5.0
331421,78834,5506,5.0
340509,81274,5506,4.5
341208,81484,5506,5.0
351867,84479,5506,5.0
353785,85367,5506,5.0
356686,85993,5506,5.0
360400,86849,5506,4.0
366266,87938,5506,4.0
368042,88435,5506,5.0
369811,88733,5506,4.0
375151,90174,5506,3.5
377978,91184,5506,3.5
391689,94787,5506,4.5
396026,95359,5506,5.0
403145,97290,5506,5.0
416293,98904,5506,2.5
418447,99720,5506,4.5
419532,100227,5506,5.0
422499,100906,5506,3.5
423841,101209,5506,2.5
426144,101851,5506,5.0
429307,102647,5506,4.5
433850,103541,5506,4.5
435786,104362,5506,3.0
438407,104812,5506,3.0
439685,105221,5506,5.0
440673,105517,5506,2.0
451611,108243,5506,5.0
465705,111166,5506,5.0
479777,114446,5506,5.0
486430,115572,5506,5.0
490501,116904,5506,5.0
506555,123257,5506,5.0
513674,124597,5506,4.0
514105,124717,5506,5.0
522278,126693,5506,5.0
526200,127233,5506,4.0
532043,128434,5506,5.0
553178,132901,5506,4.0
558111,134529,5506,5.0
561354,135149,5506,4.5
569539,136491,5506,4.5
572925,137742,5506,4.5
576354,138602,5506,5.0
586289,141511,5506,4.0
592864,143163,5506,5.0
598490,144478,5506,5.0
601781,145449,5506,3.5
607568,146803,5506,4.0
608233,147141,5506,5.0
610094,147752,5506,5.0
616958,149084,5506,4.5
624552,151503,5506,5.0
629953,153054,5506,4.5
634326,153662,5506,5.0
645660,156150,5506,4.0
657883,159506,5506,4.0
693469,168954,5506,5.0
695507,169682,5506,5.0
701365,170634,5506,5.0
703082,171011,5506,5.0
709983,172119,5506,3.5
721789,174596,5506,3.0
724550,175003,5506,5.0
725969,175070,5506,4.5
741503,179501,5506,5.0
742661,179734,5506,5.0
744229,179978,5506,5.0
746273,180591,5506,3.5
755321,182847,5506,5.0
757089,183061,5506,5.0
764649,185176,5506,5.0
765600,185233,5506,5.0
771616,186784,5506,4.5
787765,190708,5506,5.0
797160,193469,5506,5.0
805447,195904,5506,5.0
806089,196052,5506,4.0
818577,198711,5506,2.0
825027,199209,5506,4.5
835476,201783,5506,4.5
860404,208141,5506,4.5
861356,208406,5506,5.0
863541,208815,5506,5.0
875705,212088,5506,5.0
887302,213628,5506,4.0
893244,215986,5506,4.5
904347,219301,5506,4.0
908265,220688,5506,5.0
916776,223431,5506,5.0
924279,224997,5506,5.0
924508,225078,5506,4.0
930138,225887,5506,5.0
935957,226965,5506,5.0
937315,227397,5506,5.0
949028,229741,5506,4.0
949272,229768,5506,5.0
950506,230374,5506,3.5
955224,231081,5506,5.0
958231,231354,5506,4.0
964631,232964,5506,4.5
975829,235105,5506,4.5
998458,239609,5506,5.0
1000166,240144,5506,5.0
1001207,240280,5506,4.0
1001751,240403,5506,5.0
1002079,240528,5506,5.0
1008651,242083,5506,3.5
1009082,242106,5506,5.0
1010767,242409,5506,5.0
1014401,243058,5506,3.5
1020284,244657,5506,4.0
1035600,247447,5506,4.5
1038562,248477,5506,4.5
1044072,249894,5506,4.0
1059164,252829,5506,5.0
1060770,253482,5506,5.0
1088190,260897,5506,4.5
1092704,262118,5506,5.0
1101977,264525,5506,5.0
1108336,265889,5506,5.0
1116186,267830,5506,3.0
1129632,271176,5506,5.0
1131795,271448,5506,5.0
1135050,272810,5506,5.0
1145145,275401,5506,4.5
1148023,276077,5506,5.0
1148156,276165,5506,5.0
165867,36606,19992,2.5
189036,41687,19992,4.0
303768,72636,19992,3.0
306837,73394,19992,4.0
542655,130474,19992,4.0
567341,136205,19992,4.5
568350,136326,19992,4.5
619305,149908,19992,4.0
773862,187256,19992,5.0
858278,207499,19992,2.5
987340,237271,19992,4.0
1100,277195,166,5.0
64590,13126,166,3.0
105840,24194,166,4.5
110401,25533,166,3.5
133366,30711,166,3.0
148671,33517,166,4.0
179056,38818,166,2.5
232137,53590,166,4.0
256519,59206,166,3.5
264162,60797,166,3.0
316307,76350,166,0.5
322127,76626,166,4.0
383143,92853,166,2.5
386321,93147,166,4.5
399655,96019,166,5.0
441132,105627,166,4.5
441757,105840,166,3.0
496444,119575,166,3.5
500902,121119,166,4.5
520884,126296,166,4.0
524335,127131,166,3.0
538461,129393,166,4.5
546659,131099,166,4.5
549989,131855,166,3.0
551261,132203,166,2.5
570884,137190,166,3.0
603629,145644,166,3.5
670256,162798,166,4.0
674710,164096,166,3.5
680048,165512,166,4.5
687820,167521,166,1.0
696754,170073,166,4.5
707551,171846,166,5.0
805803,196031,166,3.5
813445,197775,166,4.5
833147,201470,166,2.5
861652,208410,166,5.0
865239,209265,166,5.0
890785,214890,166,3.0
924722,225087,166,4.0
928101,225763,166,3.0
1018079,244007,166,5.0
1048761,250832,166,4.0
1057207,252628,166,3.5
1080650,258520,166,4.0
1086125,259901,166,4.5
1088892,261037,166,4.0
1098720,263877,166,3.5
1126061,269916,166,4.5
57425,11676,3217,4.5
335041,79590,3217,3.0
376877,90830,3217,3.0
687610,167492,3217,5.0
1140243,274220,3217,5.0
26082,6251,16781,5.0
42144,10819,16781,4.5
49889,11676,16781,4.0
76110,16545,16781,3.5
91484,20332,16781,5.0
119449,27472,16781,5.0
133474,30711,16781,4.5
173306,37644,16781,5.0
192678,42883,16781,5.0
204262,46443,16781,4.0
205485,47118,16781,5.0
231017,53256,16781,5.0
249907,56959,16781,5.0
269231,62558,16781,4.0
272379,63625,16781,5.0
315719,76168,16781,4.5
322346,76626,16781,5.0
369838,88733,16781,5.0
381143,92215,16781,3.5
387648,93426,16781,5.0
391172,94529,16781,3.5
396099,95359,16781,5.0
399068,95932,16781,4.5
439627,105214,16781,4.5
440687,105517,16781,3.5
444845,106682,16781,5.0
475824,113955,16781,3.5
486433,115572,16781,4.0
504155,122542,16781,5.0
560258,135064,16781,5.0
569208,136430,16781,4.0
588883,142121,16781,5.0
598936,144531,16781,4.0
614827,148744,16781,4.5
621832,150661,16781,4.5
668639,162639,16781,4.0
709765,172061,16781,4.5
715588,173415,16781,5.0
725822,175052,16781,4.0
752370,182085,16781,5.0
784283,189835,16781,2.5
796816,193352,16781,5.0
808099,196160,16781,4.5
836405,202127,16781,5.0
839305,203240,16781,4.5
841701,203900,16781,5.0
841783,203910,16781,3.5
901170,218121,16781,5.0
903147,218721,16781,4.5
965462,233431,16781,4.0
967680,233928,16781,5.0
975952,235105,16781,5.0
1002995,240700,16781,3.5
1096443,263163,16781,4.5
1109071,266056,16781,4.0
1131805,271448,16781,3.5
1134568,272573,16781,5.0
1143457,274808,16781,4.0
1144617,275264,16781,4.0
397,276904,5731,5.0
4190,278314,5731,4.0
276962,65038,5731,4.0
524045,127049,5731,4.0
627710,152291,5731,5.0
120,276813,76824,4.0
211565,49144,76824,2.5
133,276822,17084,5.0
9060,278554,17084,4.5
30117,7125,17084,4.0
31501,7346,17084,4.0
34029,8067,17084,5.0
65787,13552,17084,3.5
73619,15819,17084,5.0
109633,25409,17084,4.5
122104,28204,17084,4.0
154378,35320,17084,4.0
215648,50504,17084,4.0
218211,51350,17084,5.0
300261,71490,17084,4.0
311480,74833,17084,4.0
366227,87938,17084,2.5
387576,93426,17084,3.5
394206,95173,17084,3.0
395470,95359,17084,4.0
518324,125692,17084,3.5
524095,127089,17084,2.5
527131,127359,17084,4.0
574382,138198,17084,4.5
592388,142861,17084,4.5
607752,146874,17084,4.5
642228,155141,17084,5.0
672863,163754,17084,4.0
674316,164027,17084,3.5
750286,181687,17084,5.0
840205,203506,17084,5.0
871382,210874,17084,4.5
944412,228868,17084,3.5
958054,231337,17084,4.0
965946,233711,17084,4.5
1030562,246507,17084,4.0
1041918,249407,17084,3.5
1051565,251422,17084,4.5
1125287,269738,17084,4.0
137,276822,1027,4.5
17361,3145,1027,4.0
67698,14007,1027,4.0
503522,122429,1027,4.0
531853,128332,1027,2.5
604309,146078,1027,5.0
1115060,267444,1027,5.0
145,276822,15602,5.0
26397,6251,15602,4.0
76332,16601,15602,4.5
84941,17950,15602,2.5
101078,23699,15602,4.0
113242,26284,15602,1.5
134337,30735,15602,3.5
145073,32440,15602,4.5
145638,32627,15602,4.5
148633,33491,15602,5.0
185553,40889,15602,4.0
199107,44472,15602,5.0
212175,49212,15602,2.5
264016,60707,15602,3.0
284849,68000,15602,5.0
322691,76626,15602,2.5
331833,78834,15602,3.5
346139,82795,15602,3.5
373603,89602,15602,3.5
391797,94818,15602,5.0
393952,95025,15602,4.5
394282,95173,15602,2.5
397193,95506,15602,4.5
400619,96440,15602,4.0
414723,98741,15602,4.0
425510,101606,15602,4.0
439701,105221,15602,5.0
482563,114988,15602,3.5
483306,115045,15602,3.0
516890,125203,15602,2.5
555535,133738,15602,4.0
628162,152409,15602,4.0
690640,168064,15602,3.5
707883,171968,15602,4.5
717284,173650,15602,3.5
739637,178667,15602,3.5
742710,179734,15602,5.0
751114,181995,15602,3.5
751346,182053,15602,5.0
757027,183046,15602,3.5
813239,197687,15602,4.5
835017,201751,15602,3.5
851513,205919,15602,3.0
857338,207275,15602,3.5
864917,209163,15602,2.5
872699,211344,15602,3.5
906387,219951,15602,4.5
935695,226879,15602,2.5
972546,234721,15602,4.5
992926,238607,15602,4.0
1001341,240333,15602,4.0
1014348,243004,15602,5.0
1023573,245410,15602,4.0
1054530,251739,15602,3.5
1058360,252695,15602,3.0
1082576,259006,15602,4.0
1113482,266866,15602,4.5
1115252,267510,15602,2.0
1119788,268657,15602,2.0
1129279,270989,15602,4.5
110181,25436,33877,3.5
344679,82171,33877,3.0
374925,90105,33877,4.5
375399,90232,33877,4.5
539113,129503,33877,3.5
586485,141601,33877,4.0
609757,147649,33877,3.5
640128,154441,33877,5.0
775551,187598,33877,5.0
808660,196261,33877,4.0
874427,211610,33877,4.5
893099,215947,33877,4.5
927055,225414,33877,3.5
998397,239594,33877,4.0
49788,11676,13928,4.5
108377,24933,13928,4.0
112030,25981,13928,2.5
147512,33124,13928,4.0
215762,50539,13928,4.5
230714,53220,13928,5.0
231986,53520,13928,3.5
249873,56959,13928,2.5
487422,115956,13928,4.5
492721,117738,13928,4.0
515052,124942,13928,3.5
529835,127648,13928,4.0
580411,139828,13928,4.0
653588,158295,13928,4.0
658520,159822,13928,2.5
723618,174892,13928,4.0
831808,201058,13928,4.5
961552,232131,13928,3.5
1003963,241080,13928,5.0
1056710,252347,13928,4.0
1081713,258777,13928,4.0
1084676,259400,13928,5.0
1094466,262541,13928,4.0
1097466,263413,13928,4.0
33898,8066,1710,4.0
34608,8245,1710,3.5
59408,11832,1710,4.0
183606,40052,1710,4.5
195938,43619,1710,4.0
202234,45641,1710,4.5
217032,50895,1710,2.5
284898,68050,1710,3.0
305204,73091,1710,2.5
345842,82628,1710,3.5
369596,88733,1710,3.5
416952,99102,1710,3.0
417698,99328,1710,4.5
420107,100459,1710,3.0
454222,108997,1710,4.0
495249,119066,1710,4.5
520900,126296,1710,4.0
543871,130571,1710,3.0
551581,132375,1710,5.0
551713,132392,1710,3.0
564495,135609,1710,3.5
566849,136139,1710,4.5
596666,143939,1710,4.5
609790,147676,1710,3.5
623372,151002,1710,2.5
647970,156510,1710,3.5
684926,166646,1710,4.0
693821,169130,1710,4.5
695951,169735,1710,4.0
733376,177295,1710,2.5
762939,184479,1710,4.0
795801,192696,1710,4.0
799592,193917,1710,3.5
799637,193966,1710,2.5
800834,194600,1710,2.5
893308,215988,1710,2.5
896610,216925,1710,4.0
942615,228477,1710,2.5
1003852,241042,1710,4.0
1021078,244736,1710,2.5
1024046,245645,1710,4.0
1050084,251122,1710,4.5
1129286,271000,1710,2.5
20834,4017,4757,5.0
48322,11676,4757,5.0
73457,15670,4757,3.5
312855,75429,4757,4.0
395826,95359,4757,4.5
440964,105535,4757,0.5
572703,137688,4757,4.5
806508,196077,4757,4.5
811400,197364,4757,3.5
865760,209375,4757,4.0
876924,212636,4757,4.5
877367,212697,4757,4.0
905010,219546,4757,4.5
911460,222050,4757,5.0
928161,225763,4757,4.5
1133228,271833,4757,2.5
177,276847,51260,4.0
134903,30810,51260,4.5
552000,132500,51260,3.0
891666,215225,51260,4.0
1088420,260902,51260,2.5
178,276847,14439,3.5
56822,11676,14439,4.0
376045,90481,14439,3.5
584064,140863,14439,3.0
179,276847,82878,5.0
266997,61762,82878,4.5
382581,92693,82878,5.0
845509,204825,82878,4.0
892597,215745,82878,5.0
186,276847,8272,5.0
124026,28537,8272,3.5
582076,140080,8272,4.5
188,276847,52798,4.0
486496,115589,52798,2.5
582080,140080,52798,4.5
189,276847,29866,3.5
56999,11676,29866,3.5
124030,28537,29866,4.5
163775,36137,29866,5.0
582081,140080,29866,4.5
701251,170612,29866,4.5
190,276847,5732,5.0
336530,80075,5732,4.5
582082,140080,5732,4.5
834026,201548,5732,5.0
193,276847,26789,5.0
57017,11676,26789,4.5
69498,14461,26789,4.0
511029,124010,26789,5.0
850330,205708,26789,5.0
936624,227176,26789,4.0
194,276847,37701,3.5
583796,140822,37701,4.0
802698,194957,37701,2.5
195,276847,125292,4.5
1017016,243768,125292,3.5
199,276847,5213,3.5
22064,4420,5213,4.5
265359,61147,5213,4.5
1081987,258913,5213,4.5
1096265,263149,5213,4.0
210,276847,34538,5.0
57432,11676,34538,4.0
64034,13032,34538,3.0
85673,18134,34538,5.0
236065,54997,34538,4.0
243147,55927,34538,5.0
280011,66483,34538,5.0
563766,135367,34538,5.0
592733,143103,34538,5.0
809405,196493,34538,4.0
987963,237518,34538,4.5
997645,239488,34538,5.0
211,276847,49230,5.0
280012,66483,49230,5.0
563767,135367,49230,5.0
592734,143103,49230,5.0
667284,162306,49230,4.0
687611,167492,49230,4.0
745073,180280,49230,5.0
809406,196493,49230,4.5
959997,231891,49230,3.5
997646,239488,49230,5.0
212,276847,34539,5.0
85674,18134,34539,5.0
280013,66483,34539,5.0
563768,135367,34539,5.0
592735,143103,34539,5.0
745074,180280,34539,5.0
987965,237518,34539,4.5
997647,239488,34539,5.0
1096274,263149,34539,4.0
213,276847,34540,5.0
85675,18134,34540,5.0
280014,66483,34540,5.0
450721,107951,34540,4.5
563769,135367,34540,5.0
592736,143103,34540,5.0
667285,162306,34540,4.5
997648,239488,34540,5.0
1096275,263149,34540,4.0
216,276847,51925,5.0
295,276861,51925,4.5
335199,79687,51925,5.0
675078,164307,51925,4.0
874274,211460,51925,5.0
911935,222150,51925,1.5
217,276847,51924,5.0
296,276861,51924,4.5
335200,79687,51924,5.0
874275,211460,51924,5.0
147525,33124,11129,4.5
242307,55751,11129,5.0
283684,67677,11129,5.0
318096,76352,11129,4.5
424745,101305,11129,2.5
610923,147847,11129,2.5
702390,170805,11129,3.5
762580,184401,11129,3.0
784318,189835,11129,2.5
812452,197659,11129,4.0
884407,213197,11129,4.5
973448,234828,11129,4.0
988454,237748,11129,3.0
1115219,267510,11129,5.0
280,276859,15184,5.0
69457,14456,15184,5.0
176815,38273,15184,5.0
250380,56959,15184,5.0
378017,91184,15184,2.5
426360,101851,15184,5.0
440884,105517,15184,4.5
490426,116866,15184,4.5
566426,136010,15184,5.0
690105,168036,15184,4.0
705599,171118,15184,4.0
735618,177458,15184,4.0
753886,182334,15184,5.0
766889,185233,15184,2.5
807907,196148,15184,5.0
808361,196160,15184,5.0
836750,202212,15184,5.0
1001599,240401,15184,5.0
1058920,252820,15184,4.5
281,276859,15188,5.0
14258,2033,15188,5.0
54716,11676,15188,4.5
69459,14456,15188,5.0
176816,38273,15188,5.0
332988,78973,15188,5.0
334644,79441,15188,4.0
419553,100227,15188,5.0
440888,105517,15188,4.5
488763,116433,15188,5.0
606619,146348,15188,5.0
690106,168036,15188,4.0
705603,171118,15188,4.5
745583,180378,15188,5.0
755463,182969,15188,5.0
807687,196108,15188,4.5
807910,196148,15188,5.0
810554,196886,15188,5.0
814219,198012,15188,5.0
860554,208141,15188,5.0
1092864,262186,15188,4.0
1106404,265313,15188,5.0
282,276859,32209,4.5
80698,16795,32209,4.5
305163,73056,32209,4.0
628036,152354,32209,2.5
289,276861,10786,5.0
39300,9571,10786,3.5
56871,11676,10786,4.0
86704,18412,10786,4.5
197463,43850,10786,5.0
310860,74655,10786,2.5
403599,97598,10786,3.5
582581,140232,10786,3.5
584952,141203,10786,5.0
697141,170181,10786,4.5
959965,231891,10786,4.0
1018277,244139,10786,3.0
1098453,263733,10786,4.5
307,276866,79827,4.5
279949,66483,79827,5.0
359582,86583,79827,4.5
444691,106534,79827,3.0
551993,132500,79827,5.0
649090,157065,79827,4.5
315,276866,53255,4.0
252040,57449,53255,4.5
302039,71967,53255,4.5
552047,132500,53255,4.0
63727,12982,9525,3.5
79148,16795,9525,4.5
90037,20060,9525,3.5
255879,59172,9525,4.5
332636,78973,9525,4.5
352999,84900,9525,4.0
468381,112001,9525,4.5
488856,116521,9525,3.5
680263,165582,9525,2.5
797011,193458,9525,3.5
1084716,259430,9525,2.5
356,276875,7909,3.0
58508,11676,7909,4.0
325797,77629,7909,5.0
397718,95738,7909,4.0
363,276875,68916,4.0
646583,156243,68916,4.0
1145261,275414,68916,5.0
165140,36606,10042,5.0
499425,120565,10042,4.5
645289,156150,10042,5.0
675494,164465,10042,5.0
14248,2033,2996,5.0
15456,2313,2996,4.5
295666,69971,2996,4.0
393270,94951,2996,5.0
466777,111578,2996,5.0
593919,143211,2996,4.0
776373,187822,2996,5.0
946572,229243,2996,4.5
1111145,266328,2996,5.0
2264,277523,2884,5.0
4006,278194,2884,3.5
42992,11245,2884,4.5
66103,13552,2884,4.0
66867,13666,2884,3.5
96689,21660,2884,4.0
100973,23680,2884,5.0
125021,28634,2884,5.0
132603,30533,2884,3.5
181507,39513,2884,4.0
230719,53220,2884,5.0
232635,53663,2884,5.0
234525,54335,2884,4.0
259242,60168,2884,4.0
281619,66960,2884,4.5
303175,72418,2884,4.0
333247,79055,2884,4.5
334326,79366,2884,3.5
339198,80945,2884,4.0
344539,82164,2884,3.5
345352,82497,2884,4.5
348961,83431,2884,4.0
377196,91017,2884,4.5
377584,91103,2884,3.0
379914,91832,2884,5.0
403033,97208,2884,3.0
403775,97694,2884,4.5
424919,101369,2884,1.5
425945,101741,2884,4.5
453336,108700,2884,4.5
454307,109014,2884,4.0
459663,110361,2884,2.0
490920,117111,2884,3.5
494632,118632,2884,4.0
541481,130396,2884,4.0
544480,130658,2884,1.0
592783,143134,2884,5.0
614083,148712,2884,3.5
621831,150661,2884,3.0
647424,156342,2884,3.0
654393,158347,2884,2.5
675192,164323,2884,3.0
683543,166546,2884,3.0
693525,168971,2884,4.5
695969,169735,2884,3.0
722250,174726,2884,3.5
749916,181316,2884,4.5
783502,189747,2884,5.0
810353,196775,2884,3.5
848146,204929,2884,3.5
853257,206375,2884,2.5
857550,207341,2884,4.0
888563,214138,2884,3.0
916783,223431,2884,4.0
918367,223954,2884,3.5
924286,224997,2884,4.0
930029,225886,2884,4.0
934994,226702,2884,4.0
935789,226926,2884,3.5
975916,235105,2884,4.0
986031,236943,2884,4.0
1002403,240567,2884,2.5
1039112,248615,2884,3.5
1045839,250223,2884,3.0
1054453,251721,2884,2.5
1061200,253580,2884,3.5
1066582,254751,2884,4.0
1132401,271558,2884,3.0
1134790,272705,2884,5.0
214059,49900,70515,4.0
425347,101566,70515,2.5
711476,172676,70515,4.0
736963,177876,70515,4.0
737445,178130,70515,4.0
797243,193499,70515,3.5
940656,227702,70515,2.5
1030138,246313,70515,3.5
57872,11676,7216,4.5
413,276925,3739,5.0
1456,277427,3739,5.0
2387,277623,3739,2.5
33710,8019,3739,4.5
40265,10030,3739,3.5
45462,11676,3739,3.0
61012,12538,3739,5.0
82547,16996,3739,4.0
176487,38248,3739,5.0
187152,41084,3739,3.5
215678,50526,3739,5.0
224562,52584,3739,5.0
300922,71712,3739,3.0
337333,80538,3739,3.5
358296,86243,3739,3.5
372976,89551,3739,5.0
381138,92215,3739,3.5
434575,104058,3739,2.5
439127,105108,3739,5.0
443044,106078,3739,5.0
462038,110934,3739,3.0
472288,113270,3739,2.5
474923,113752,3739,5.0
488830,116506,3739,1.5
497061,119725,3739,3.0
533233,128835,3739,4.0
623021,150979,3739,4.0
628778,152562,3739,4.0
629531,152946,3739,4.0
638895,154021,3739,4.0
660099,160393,3739,5.0
674660,164096,3739,4.0
680257,165582,3739,2.5
706876,171602,3739,3.0
714752,173291,3739,3.5
719594,174216,3739,2.5
721861,174615,3739,3.5
726173,175117,3739,3.0
742626,179734,3739,5.0
759892,183995,3739,5.0
782953,189536,3739,4.5
