Unnamed: 0,user_id,age,country,state
476697,114089,, usa,0
477163,114216,, canada,1
482429,114988,37.0, usa,0
497878,120082,47.0, canada,1
520172,125878,, usa,0
520929,126296,41.0," cambridgeshire, united kingdom",
556758,133935,28.0, usa,0
565176,135776,32.0, usa,0
582737,140294,31.0, usa,0
584981,141210,, germany,2
588909,142121,33.0, usa,0
619276,149908,29.0, united kingdom,3
645785,156150,36.0, usa,0
673712,163851,26.0, usa,0
676752,164675,55.0, usa,0
697032,170154,31.0, portugal,7
711087,172512,25.0, usa,0
711312,172539,, usa,0
712509,172742,44.0, usa,0
780274,189279,39.0,,
788869,190831,, canada,1
795579,192479,43.0, usa,0
814082,198011,, usa,0
825958,199515,44.0, usa,0
845276,204790,31.0, canada,1
857502,207339,43.0, usa,0
865156,209229,35.0,,
900016,217740,37.0, spain,5
915675,223156,31.0, usa,0
942716,228579,29.0, usa,0
959614,231857,46.0, australia,4
1017883,243951,56.0, usa,0
1030617,246507,35.0, usa,0
1055134,251844,30.0, portugal,7
1107736,265751,, usa,0
62539,12619,56.0, canada,1
348566,83287,45.0, usa,0
551584,132375,58.0, usa,0
594849,143294,42.0, usa,0
653344,158295,, usa,0
668446,162639,, usa,0
710657,172370,24.0, usa,0
716008,173481,69.0, usa,0
850165,205538,, canada,1
917237,223566,29.0, usa,0
1006381,241666,35.0, usa,0
263979,60707,38.0, usa,0
349655,83637,57.0, usa,0
358607,86243,, new zealand,13
860080,208059,, usa,0
957603,231237,, us,
1144255,275111,34.0, netherlands,8
403475,97486,38.0, germany,2
13630,1848,22.0, usa,0
38514,9226,27.0, usa,0
91040,20180,36.0, usa,0
107323,24697,48.0, usa,0
333451,79182,29.0, usa,0
377669,91113,26.0, usa,0
486418,115572,23.0, usa,0
541479,130396,39.0, canada,1
574834,138307,24.0, usa,0
801187,194605,41.0, usa,0
852455,206074,16.0, usa,0
892547,215728,30.0, usa,0
964602,232964,44.0, usa,0
1045063,249989,, usa,0
1118061,268282,57.0, usa,0
1148326,276231,, usa,0
4260,278356,57.0, usa,0
14158,2033,27.0, usa,0
26046,6251,32.0, usa,0
27156,6431,30.0, usa,0
27925,6563,31.0, usa,0
40050,9908,36.0, usa,0
41566,10560,27.0, usa,0
60584,12272,18.0, romania,16
64224,13082,, usa,0
96209,21576,31.0, usa,0
105658,24186,36.0, usa,0
109836,25409,31.0, usa,0
111599,25919,, usa,0
121959,28150,25.0, usa,0
131327,30445,23.0,,
133465,30711,32.0, australia,4
134229,30735,, usa,0
143248,32122,24.0, usa,0
148751,33576,29.0, usa,0
154091,35148,24.0, usa,0
163513,36003,26.0, malaysia,10
184061,40415,34.0, usa,0
196582,43806,31.0, usa,0
224055,52350,31.0, portugal,7
229668,52993,30.0,,
230986,53254,17.0, usa,0
234523,54335,43.0, usa,0
234678,54429,32.0, usa,0
239312,55492,43.0, usa,0
281455,66942,31.0, malaysia,10
289460,69156,31.0, usa,0
293266,69697,24.0, usa,0
300357,71521,35.0, canada,1
309470,74056,24.0, usa,0
309780,74185,28.0, usa,0
322337,76626,38.0, united kingdom,3
328438,78553,40.0, usa,0
331421,78834,28.0, usa,0
340509,81274,28.0, united kingdom,3
341208,81484,21.0, usa,0
351867,84479,25.0, usa,0
353785,85367,17.0, usa,0
356686,85993,40.0, usa,0
360400,86849,66.0, usa,0
366266,87938,15.0, malaysia,10
368042,88435,19.0, philippines,17
369811,88733,, usa,0
375151,90174,30.0, usa,0
377978,91184,31.0, malaysia,10
391689,94787,24.0, usa,0
396026,95359,33.0, usa,0
403145,97290,24.0, usa,0
416293,98904,28.0, usa,0
418447,99720,, usa,0
419532,100227,36.0, iran,
422499,100906,34.0, usa,0
423841,101209,44.0, usa,0
426144,101851,29.0, usa,0
429307,102647,14.0, usa,0
433850,103541,24.0, austria,12
435786,104362,45.0, usa,0
438407,104812,19.0, usa,0
439685,105221,15.0, usa,0
440673,105517,28.0, canada,1
451611,108243,14.0, usa,0
465705,111166,44.0, usa,0
479777,114446,26.0, united kingdom,3
506555,123257,20.0, usa,0
513674,124597,38.0, canada,1
514105,124717,24.0, netherlands,8
522278,126693,33.0, canada,1
526200,127233,29.0, usa,0
532043,128434,24.0, usa,0
553178,132901,24.0, usa,0
558111,134529,41.0, usa,0
569539,136491,18.0, usa,0
572925,137742,24.0, dominican republic,
576354,138602,36.0, usa,0
586289,141511,30.0, usa,0
592864,143163,26.0, usa,0
598490,144478,39.0, usa,0
601781,145449,, usa,0
607568,146803,, usa,0
608233,147141,21.0, usa,0
610094,147752,27.0, usa,0
616958,149084,32.0, usa,0
624552,151503,33.0, usa,0
629953,153054,20.0, usa,0
634326,153662,44.0, usa,0
657883,159506,28.0, usa,0
693469,168954,29.0, usa,0
695507,169682,26.0, usa,0
701365,170634,, usa,0
703082,171011,13.0, usa,0
709983,172119,28.0, usa,0
721789,174596,, usa,0
724550,175003,33.0, usa,0
725969,175070,31.0, usa,0
741503,179501,23.0, usa,0
742661,179734,26.0, usa,0
744229,179978,28.0, usa,0
746273,180591,, portugal,7
755321,182847,40.0, usa,0
757089,183061,30.0, usa,0
764649,185176,37.0, usa,0
771616,186784,17.0, usa,0
787765,190708,43.0, usa,0
797160,193469,29.0, usa,0
805447,195904,36.0, usa,0
806089,196052,36.0, usa,0
818577,198711,62.0, usa,0
825027,199209,32.0, usa,0
835476,201783,25.0, usa,0
860404,208141,46.0, usa,0
861356,208406,30.0, usa,0
863541,208815,23.0, usa,0
875705,212088,33.0, germany,2
887302,213628,31.0,,
893244,215986,28.0, usa,0
904347,219301,, usa,0
908265,220688,27.0, usa,0
916776,223431,, usa,0
924279,224997,, philippines,17
924508,225078,46.0, usa,0
930138,225887,13.0, usa,0
937315,227397,, usa,0
949028,229741,29.0, usa,0
949272,229768,23.0,,
950506,230374,30.0, germany,2
955224,231081,15.0, usa,0
958231,231354,, usa,0
975829,235105,46.0, usa,0
998458,239609,42.0, usa,0
1000166,240144,34.0, usa,0
1001207,240280,36.0, usa,0
1001751,240403,49.0, usa,0
1002079,240528,46.0, usa,0
1008651,242083,24.0, usa,0
1009082,242106,28.0, usa,0
1010767,242409,23.0, france,6
1014401,243058,, malaysia,10
1020284,244657,32.0, usa,0
1035600,247447,19.0, usa,0
1038562,248477,17.0, usa,0
1044072,249894,, usa,0
1059164,252829,18.0, usa,0
1060770,253482,24.0, usa,0
1088190,260897,25.0, usa,0
1092704,262118,25.0, usa,0
1101977,264525,17.0, philippines,17
1108336,265889,30.0, canada,1
1116186,267830,, usa,0
1129632,271176,39.0, usa,0
1131795,271448,27.0, usa,0
1135050,272810,18.0, usa,0
1145145,275401,42.0, united kingdom,3
1148023,276077,26.0, spain,5
1148156,276165,20.0, usa,0
165867,36606,39.0, usa,0
189036,41687,,,
303768,72636,, usa,0
306837,73394,33.0, usa,0
542655,130474,33.0, usa,0
567341,136205,39.0, usa,0
568350,136326,42.0, usa,0
858278,207499,, usa,0
987340,237271,, usa,0
1100,277195,54.0, usa,0
64590,13126,21.0, india,
105840,24194,20.0, usa,0
110401,25533,38.0, united kingdom,3
148671,33517,47.0, united kingdom,3
179056,38818,28.0, united kingdom,3
232137,53590,40.0, switzerland,9
256519,59206,, united kingdom,3
264162,60797,24.0, united kingdom,3
316307,76350,20.0, united kingdom,3
386321,93147,31.0, united kingdom,3
399655,96019,25.0, united kingdom,3
441132,105627,23.0, canada,1
441757,105840,19.0, spain,5
496444,119575,30.0, canada,1
500902,121119,50.0, usa,0
524335,127131,42.0, united kingdom,3
538461,129393,27.0, finland,15
546659,131099,39.0, united kingdom,3
549989,131855,31.0, united kingdom,3
551261,132203,, united kingdom,3
570884,137190,31.0, france,6
603629,145644,24.0, malaysia,10
670256,162798,31.0, united kingdom,3
674710,164096,29.0, portugal,7
680048,165512,28.0, united kingdom,3
687820,167521,23.0, united kingdom,3
696754,170073,, united kingdom,3
707551,171846,, austria,12
805803,196031,, united kingdom,3
813445,197775,21.0, romania,16
833147,201470,34.0, greece,
861652,208410,23.0, united kingdom,3
865239,209265,44.0, usa,0
890785,214890,62.0, united kingdom,3
924722,225087,51.0, canada,1
928101,225763,, usa,0
1018079,244007,27.0, united kingdom,3
1048761,250832,19.0, australia,4
1057207,252628,,,
1080650,258520,36.0, australia,4
1086125,259901,, canada,1
1088892,261037,, united kingdom,3
1126061,269916,28.0, united kingdom,3
335041,79590,, germany,2
376877,90830,41.0, germany,2
687610,167492,16.0, germany,2
1140243,274220,28.0, germany,2
42144,10819,27.0, usa,0
76110,16545,, usa,0
91484,20332,39.0, usa,0
119449,27472,41.0, usa,0
173306,37644,18.0, usa,0
192678,42883,51.0, usa,0
204262,46443,14.0, usa,0
205485,47118,42.0, usa,0
231017,53256,21.0, usa,0
249907,56959,52.0, usa,0
269231,62558,, usa,0
272379,63625,15.0, usa,0
315719,76168,, usa,0
381143,92215,23.0, portugal,7
387648,93426,35.0, usa,0
391172,94529,31.0, usa,0
399068,95932,36.0, usa,0
444845,106682,37.0, usa,0
475824,113955,16.0, usa,0
504155,122542,33.0, usa,0
560258,135064,18.0, usa,0
569208,136430,, usa,0
598936,144531,37.0, usa,0
614827,148744,67.0, usa,0
621832,150661,36.0, usa,0
709765,172061,25.0, usa,0
715588,173415,31.0, usa,0
725822,175052,57.0, usa,0
752370,182085,, germany,2
784283,189835,, usa,0
796816,193352,, usa,0
808099,196160,22.0, usa,0
836405,202127,25.0, usa,0
839305,203240,32.0, usa,0
841701,203900,30.0, usa,0
841783,203910,16.0, phillipines,
901170,218121,, usa,0
903147,218721,, usa,0
965462,233431,, usa,0
967680,233928,18.0,,
1002995,240700,15.0, usa,0
1096443,263163,26.0, usa,0
1109071,266056,47.0, usa,0
1134568,272573,23.0, usa,0
1143457,274808,17.0, usa,0
1144617,275264,35.0, usa,0
397,276904,, usa,0
4190,278314,, usa,0
276962,65038,28.0, usa,0
524045,127049,31.0, usa,0
627710,152291,, usa,0
120,276813,29.0, spain,5
211565,49144,43.0, spain,5
133,276822,11.0, canada,1
9060,278554,22.0, japan,19
30117,7125,28.0, usa,0
31501,7346,49.0, usa,0
34029,8067,26.0, usa,0
65787,13552,32.0, usa,0
73619,15819,, usa,0
154378,35320,24.0, australia,4
215648,50504,,,
218211,51350,,,
300261,71490,23.0, usa,0
311480,74833,35.0, germany,2
394206,95173,, usa,0
518324,125692,28.0, usa,0
524095,127089,, usa,0
527131,127359,33.0, usa,0
574382,138198,37.0, canada,1
592388,142861,, usa,0
607752,146874,, usa,0
642228,155141,31.0, usa,0
672863,163754,,,
674316,164027,, canada,1
750286,181687,29.0, usa,0
871382,210874,26.0, canada,1
944412,228868,33.0, usa,0
958054,231337,26.0, usa,0
965946,233711,36.0, australia,4
1041918,249407,22.0, usa,0
1051565,251422,23.0, usa,0
1125287,269738,29.0, usa,0
17361,3145,34.0, usa,0
67698,14007,56.0,,
503522,122429,48.0, usa,0
531853,128332,, usa,0
604309,146078,42.0,,
1115060,267444,62.0, usa,0
76332,16601,40.0, usa,0
101078,23699,25.0, usa,0
113242,26284,, usa,0
145073,32440,, new zealand,13
145638,32627,49.0, usa,0
148633,33491,, canada,1
185553,40889,37.0, usa,0
199107,44472,14.0, canada,1
212175,49212,38.0, usa,0
284849,68000,10.0, canada,1
346139,82795,, usa,0
373603,89602,, usa,0
391797,94818,29.0, canada,1
393952,95025,21.0, usa,0
397193,95506,42.0, united kingdom,3
400619,96440,29.0, usa,0
414723,98741,30.0, usa,0
425510,101606,32.0, canada,1
483306,115045,, canada,1
516890,125203,18.0, canada,1
555535,133738,28.0, usa,0
628162,152409,33.0, usa,0
690640,168064,, canada,1
707883,171968,23.0, usa,0
717284,173650,27.0, canada,1
739637,178667,34.0, usa,0
751114,181995,25.0, belgium,
751346,182053,30.0, canada,1
757027,183046,, canada,1
813239,197687,, usa,0
835017,201751,,,
851513,205919,25.0, usa,0
857338,207275,22.0, united kingdom,3
864917,209163,, usa,0
872699,211344,32.0, usa,0
906387,219951,19.0, united kingdom,3
935695,226879,31.0, usa,0
972546,234721,, usa,0
992926,238607,24.0, usa,0
1001341,240333,33.0, united kingdom,3
1014348,243004,14.0, canada,1
1023573,245410,28.0, usa,0
1054530,251739,, usa,0
1082576,259006,28.0, usa,0
1113482,266866,33.0, united kingdom,3
1115252,267510,23.0, malaysia,10
1119788,268657,20.0, malaysia,10
1129279,270989,36.0, usa,0
110181,25436,30.0, france,6
344679,82171,26.0, belgium,
374925,90105,35.0, france,6
375399,90232,23.0, france,6
539113,129503,40.0, portugal,7
586485,141601,29.0, france,6
609757,147649,25.0, france,6
640128,154441,40.0, canada,1
775551,187598,16.0, france,6
808660,196261,24.0, france,6
874427,211610,50.0, france,6
893099,215947,, france,6
927055,225414,27.0, france,6
998397,239594,28.0, belgium,
108377,24933,44.0, usa,0
147512,33124,, canada,1
215762,50539,42.0, usa,0
231986,53520,59.0, canada,1
487422,115956,, usa,0
492721,117738,, usa,0
515052,124942,, usa,0
529835,127648,42.0, canada,1
580411,139828,49.0, usa,0
658520,159822,37.0, usa,0
723618,174892,,,
831808,201058,, usa,0
961552,232131,, usa,0
1003963,241080,, usa,0
1056710,252347,52.0, usa,0
1081713,258777,57.0, usa,0
1084676,259400,, usa,0
1094466,262541,, canada,1
1097466,263413,45.0, usa,0
33898,8066,, usa,0
34608,8245,31.0, usa,0
59408,11832,, usa,0
183606,40052,, usa,0
195938,43619,26.0, usa,0
202234,45641,,,
284898,68050,61.0, usa,0
305204,73091,, usa,0
345842,82628,56.0, usa,0
416952,99102,, usa,0
417698,99328,43.0, united kingdom,3
420107,100459,38.0, usa,0
454222,108997,, usa,0
495249,119066,25.0, australia,4
551713,132392,38.0, usa,0
564495,135609,, usa,0
566849,136139,, usa,0
596666,143939,, usa,0
609790,147676,50.0, usa,0
623372,151002,, usa,0
647970,156510,50.0, canada,1
684926,166646,30.0, usa,0
693821,169130,54.0, usa,0
695951,169735,, usa,0
733376,177295,41.0, usa,0
762939,184479,, usa,0
795801,192696,, usa,0
799592,193917,, usa,0
799637,193966,35.0, usa,0
800834,194600,51.0, canada,1
896610,216925,43.0, usa,0
942615,228477,, usa,0
1003852,241042,, usa,0
1021078,244736,23.0, usa,0
1024046,245645,, usa,0
1050084,251122,, usa,0
1129286,271000,, usa,0
73457,15670,, usa,0
312855,75429,22.0, usa,0
440964,105535,24.0, usa,0
572703,137688,46.0, usa,0
806508,196077,28.0, usa,0
811400,197364,30.0, usa,0
865760,209375,, usa,0
876924,212636,37.0, usa,0
877367,212697,18.0, usa,0
905010,219546,25.0, usa,0
911460,222050,45.0, usa,0
1133228,271833,, usa,0
177,276847,27.0, germany,2
134903,30810,, germany,2
552000,132500,29.0,,
891666,215225,40.0, germany,2
1088420,260902,37.0, germany,2
376045,90481,48.0, germany,2
584064,140863,32.0, germany,2
266997,61762,35.0, germany,2
382581,92693,18.0, usa,0
845509,204825,18.0, germany,2
892597,215745,24.0, germany,2
124026,28537,29.0, germany,2
582076,140080,35.0, germany,2
486496,115589,44.0, germany,2
163775,36137,, germany,2
701251,170612,, germany,2
336530,80075,, germany,2
834026,201548,29.0, germany,2
69498,14461,31.0, germany,2
511029,124010,43.0, germany,2
850330,205708,39.0, germany,2
936624,227176,27.0, germany,2
583796,140822,54.0, germany,2
802698,194957,41.0, germany,2
1017016,243768,59.0, switzerland,9
22064,4420,24.0, switzerland,9
265359,61147,44.0, austria,12
1081987,258913,25.0, germany,2
1096265,263149,30.0, germany,2
64034,13032,, germany,2
85673,18134,23.0, germany,2
236065,54997,31.0, usa,0
243147,55927,17.0, usa,0
280011,66483,16.0, germany,2
563766,135367,37.0, germany,2
592733,143103,34.0, germany,2
809405,196493,26.0, germany,2
987963,237518,41.0, germany,2
997645,239488,36.0, germany,2
667284,162306,16.0, germany,2
745073,180280,23.0, switzerland,9
959997,231891,33.0, switzerland,9
450721,107951,, germany,2
295,276861,17.0, switzerland,9
335199,79687,24.0, germany,2
675078,164307,27.0, germany,2
874274,211460,33.0, austria,12
911935,222150,, germany,2
242307,55751,, usa,0
283684,67677,50.0, usa,0
318096,76352,58.0, usa,0
424745,101305,29.0, usa,0
610923,147847,, usa,0
702390,170805,,,
762580,184401,55.0, united state,
812452,197659,49.0, usa,0
884407,213197,33.0, usa,0
973448,234828,, usa,0
988454,237748,27.0, usa,0
280,276859,, canada,1
69457,14456,27.0, canada,1
176815,38273,, usa,0
490426,116866,,,
566426,136010,, canada,1
690105,168036,,,
705599,171118,47.0, canada,1
735618,177458,29.0, canada,1
753886,182334,31.0, usa,0
807907,196148,26.0, canada,1
836750,202212,29.0, canada,1
1001599,240401,64.0, usa,0
332988,78973,29.0, portugal,7
334644,79441,43.0, canada,1
488763,116433,, usa,0
606619,146348,, usa,0
745583,180378,38.0, canada,1
755463,182969,36.0, usa,0
807687,196108,34.0, usa,0
810554,196886,30.0, usa,0
814219,198012,34.0, usa,0
1092864,262186,25.0, portugal,7
1106404,265313,33.0, usa,0
80698,16795,47.0, usa,0
305163,73056,, usa,0
39300,9571,27.0, germany,2
86704,18412,44.0, switzerland,9
197463,43850,34.0, germany,2
310860,74655,32.0, austria,12
403599,97598,43.0, germany,2
582581,140232,39.0, germany,2
584952,141203,38.0, germany,2
697141,170181,32.0, germany,2
1018277,244139,32.0, germany,2
1098453,263733,, germany,2
307,276866,27.0, germany,2
359582,86583,31.0, germany,2
444691,106534,18.0, switzerland,9
649090,157065,19.0, germany,2
252040,57449,29.0, germany,2
302039,71967,24.0, germany,2
90037,20060,48.0, usa,0
255879,59172,36.0, canada,1
352999,84900,37.0, hong kong,
468381,112001,43.0, usa,0
488856,116521,25.0, usa,0
680263,165582,, usa,0
797011,193458,40.0, canada,1
1084716,259430,24.0, usa,0
356,276875,, italy,11
325797,77629,, italy,11
397718,95738,30.0, italy,11
646583,156243,40.0, italy,11
1145261,275414,43.0, italy,11
499425,120565,38.0, singapore,14
675494,164465,33.0, usa,0
15456,2313,23.0, usa,0
295666,69971,43.0, usa,0
393270,94951,37.0, usa,0
466777,111578,, usa,0
593919,143211,, usa,0
776373,187822,37.0, usa,0
946572,229243,29.0, usa,0
1111145,266328,14.0, usa,0
2264,277523,62.0, usa,0
4006,278194,, usa,0
42992,11245,, canada,1
66867,13666,54.0, usa,0
96689,21660,52.0, usa,0
100973,23680,,,
132603,30533,, usa,0
181507,39513,, canada,1
232635,53663,51.0, usa,0
259242,60168,, usa,0
281619,66960,, belgium,
303175,72418,, usa,0
333247,79055,47.0, usa,0
334326,79366,, usa,0
339198,80945,46.0, germany,2
344539,82164,46.0, canada,1
345352,82497,47.0, usa,0
348961,83431,35.0, canada,1
377196,91017,54.0,,
377584,91103,35.0, usa,0
379914,91832,, usa,0
403033,97208,, usa,0
403775,97694,25.0, canada,1
424919,101369,43.0, usa,0
425945,101741,66.0, usa,0
453336,108700,49.0, usa,0
454307,109014,34.0, usa,0
459663,110361,29.0, usa,0
490920,117111,30.0, canada,1
494632,118632,64.0, usa,0
544480,130658,90.0,,
592783,143134,27.0, usa,0
614083,148712,, usa,0
647424,156342,31.0, usa,0
654393,158347,62.0, usa,0
683543,166546,53.0, france,6
693525,168971,49.0, canada,1
722250,174726,, usa,0
749916,181316,36.0,,
783502,189747,33.0, canada,1
810353,196775,, canada,1
848146,204929,33.0, usa,0
853257,206375,18.0, singapore,14
857550,207341,58.0, canada,1
888563,214138,79.0," florida, usa",
918367,223954,34.0, usa,0
930029,225886,35.0, usa,0
934994,226702,55.0, usa,0
935789,226926,, usa,0
986031,236943,42.0, usa,0
1002403,240567,33.0, usa,0
1039112,248615,42.0, usa,0
1045839,250223,49.0, usa,0
1054453,251721,57.0, usa,0
1066582,254751,52.0, usa,0
1132401,271558,35.0, usa,0
1134790,272705,57.0, usa,0
214059,49900,48.0, usa,0
425347,101566,27.0, usa,0
711476,172676,29.0, usa,0
736963,177876,46.0, usa,0
737445,178130,45.0, usa,0
797243,193499,41.0, usa,0
940656,227702,42.0, usa,0
1030138,246313,60.0, usa,0
413,276925,22.0, spain,5
1456,277427,48.0, usa,0
2387,277623,54.0, usa,0
33710,8019,, canada,1
40265,10030,66.0, usa,0
61012,12538,18.0, usa,0
82547,16996,23.0, usa,0
176487,38248,33.0, usa,0
187152,41084,36.0, usa,0
215678,50526,30.0, usa,0
300922,71712,26.0, usa,0
337333,80538,32.0, portugal,7
372976,89551,29.0, usa,0
434575,104058,, usa,0
439127,105108,35.0, usa,0
443044,106078,18.0, usa,0
462038,110934,46.0, usa,0
472288,113270,25.0, usa,0
474923,113752,, usa,0
488830,116506,, usa,0
497061,119725,24.0, united kingdom,3
533233,128835,60.0, usa,0
623021,150979,34.0, usa,0
628778,152562,38.0, usa,0
629531,152946,25.0, portugal,7
638895,154021,34.0, portugal,7
660099,160393,46.0, usa,0
706876,171602,37.0, usa,0
714752,173291,29.0, usa,0
719594,174216,36.0, usa,0
721861,174615,, canada,1
726173,175117,, usa,0
759892,183995,49.0, usa,0
782953,189536,20.0, portugal,7
800424,194514,36.0, italy,11
838272,202963,32.0, usa,0
862914,208671,, usa,0
866085,209516,57.0, united kingdom,3
887766,213760,32.0, usa,0
901803,218404,30.0, usa,0
969102,234597,, italy,11
979155,235498,42.0, portugal,7
984467,236399,40.0, usa,0
1016687,243720,, usa,0
1018687,244277,44.0, united kingdom,3
1037043,247918,, usa,0
1083961,259264,45.0,,
1095047,262902,32.0, australia,4
1122496,269566,9.0, usa,0
1128452,270754,44.0, usa,0
1143919,274983,28.0, usa,0
297751,70541,26.0, germany,2
390164,94347,44.0, usa,0
403209,97324,29.0, portugal,7
557741,134434,25.0, spain,5
630166,153091,26.0, portugal,7
665046,161685,32.0, germany,2
683731,166596,57.0, canada,1
11096,638,20.0, usa,0
11752,882,23.0, usa,0
12201,1075,49.0, usa,0
12440,1211,22.0, france,6
14740,2179,30.0, usa,0
19215,3556,68.0, usa,0
21121,4098,30.0, hong kong,
23649,5476,,,
24420,5722,23.0, usa,0
31082,7283,30.0, usa,0
33396,7915,, usa,0
36585,8734,, usa,0
37023,8870,45.0, usa,0
38742,9343,, canada,1
42912,11224,51.0, usa,0
64985,13273,, usa,0
65326,13279,, usa,0
69690,14521,, usa,0
70423,14667,, usa,0
73291,15602,21.0, usa,0
90955,20172,27.0, usa,0
91421,20294,, usa,0
97882,22338,33.0, usa,0
100185,23408,, usa,0
105446,24082,28.0, malaysia,10
106170,24325,26.0, australia,4
120419,27647,, portugal,7
122959,28289,, usa,0
125694,28865,39.0, usa,0
130617,30276,49.0, usa,0
141610,31826,54.0, usa,0
143051,32049,33.0, usa,0
155326,35704,53.0, usa,0
163965,36256,39.0, usa,0
164094,36286,21.0, malaysia,10
173737,37712,23.0, usa,0
174126,37790,, canada,1
180060,39281,45.0, usa,0
180417,39345,47.0, usa,0
182379,39646,35.0, usa,0
182793,39662,46.0, usa,0
188882,41646,, usa,0
201378,45287,72.0, usa,0
208014,48046,, usa,0
208435,48217,40.0, usa,0
212658,49422,, germany,2
214229,49980,27.0, usa,0
214833,50205,62.0, usa,0
